"DISTRICT","SD","county_id","TOTHH","TOTPOP","TOTACRE","RESACRE","CIACRE","TOTEMP","AGE0519","RETEMPN","FPSEMPN","HEREMPN","OTHEMPN","AGREMPN","MWTEMPN","PRKCST","OPRKCST","area_type","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","household_density","employment_density","density_index","is_cbd","zone_id"
27,3,10,27071,45949,2065.8,516.45,619.74,32485,7710,6497,4873,7147,1624,3248,9096,15,10,3,5431,1642,704,1,3,23.826120631232452,28.59116873058203,12.996029429538353,false,140
29,3,10,24759,43665,1599.8,399.95,479.94,29711,7327,5942,4457,6536,1486,2971,8319,15,10,3,5161,1501,643,1,3,28.13874461580425,33.766720840105016,15.348453116948045,false,141
38,4,10,11822,27465,1563.83,390.958,469.149,14186,4609,2837,2128,3121,709,1419,3972,15,10,3,3246,717,307,1,3,13.744801518880791,16.493296764239798,7.497068376916445,false,142
24,3,10,23204,49216,1811.44,452.86,543.432,27845,8258,5569,4177,6126,1392,2784,7797,15,10,3,5817,1407,603,1,3,23.290360657317333,27.948633533140885,12.703874561754416,false,143
18,2,10,5861,16048,256.07,38.41,115.232,14652,2693,2637,3663,3223,1759,440,2930,30,20,2,1897,740,317,1,5,38.14712122987204,95.36454875619948,27.247678070496036,false,144
4,1,10,6442,11243,160.14,24.021,72.063,16105,1887,2899,4026,3543,1933,483,3221,30,20,2,1329,814,349,1,5,67.04550185254568,167.61375463136423,47.88964418038977,false,145
32,3,10,35484,86495,6096.09,1524.022,1828.827,42581,14514,8516,6387,9368,2129,4258,11923,15,10,3,10224,2152,922,1,3,10.583238314639281,12.699945628329816,5.772687768854867,false,146
18,2,10,5051,13027,229.15,34.372,103.118,12628,2186,2273,3157,2778,1515,379,2526,30,20,2,1540,638,274,1,5,36.73721725216379,91.84667975852788,26.24116632503673,false,147
13,2,10,3753,7593,99.89,14.984,44.95,9382,1274,1689,2346,2064,1126,281,1876,30,20,2,897,474,203,1,5,62.61888076884573,156.5388594120199,44.72709093059083,false,148
25,3,10,13073,18514,592.22,88.833,266.499,32682,3107,5883,8170,7190,3923,980,6536,30,20,2,2188,1652,708,1,5,36.79094480654712,91.97595488163182,26.27913142099383,false,149
17,2,10,30337,25879,1195.18,298.795,358.554,36404,4342,7281,5461,8009,1820,3640,10193,15,10,3,3059,1840,789,1,3,46.15052278165785,55.38001883322254,25.172886701479932,false,150
45,5,10,13303,24932,1211.34,302.835,363.402,15964,4184,3193,2395,3512,798,1596,4470,15,10,3,2947,807,346,1,3,19.967368969300715,23.96144315011025,10.891416210268105,false,151
14,2,10,22406,36237,1158.34,289.585,347.502,26887,6081,5377,4033,5915,1345,2689,7528,15,10,3,4283,1359,582,1,3,35.16945095410831,42.20302721606311,19.183272022459782,false,152
44,4,10,10254,24289,2688.4,940.94,483.912,8203,4076,1641,1230,1805,410,820,2297,8,5,4,2871,415,178,1,2,7.196536903481905,5.757089157330024,3.198417522851063,false,153
10,1,10,13855,45097,8785.82,4392.91,702.866,6928,7567,1386,1039,1524,346,693,1940,0,0,5,5330,350,150,1,1,2.7189185709889916,1.3595574059770288,0.9063497983838587,false,154
43,4,10,18053,47700,3159.54,789.885,947.862,21664,8004,4333,3250,4766,1083,2166,6066,15,10,3,5638,1095,469,1,3,10.38873898214182,12.46671696167509,5.666632457363859,false,155
43,4,10,26181,49487,3150.4,787.6,945.12,31417,8304,6283,4713,6912,1570,3142,8797,15,10,3,5849,1588,681,1,3,15.109769610785355,18.131608107484187,8.241668666655848,false,156
30,3,10,15694,19869,702.83,105.425,316.274,39235,3334,7062,9809,8632,4708,1177,7847,30,20,2,2349,1983,850,1,5,37.216118605925075,93.0402965148127,26.58294186137506,false,157
12,2,10,18981,29754,1218.3,304.575,365.49,22777,4993,4555,3417,5011,1138,2278,6378,15,10,3,3517,1151,493,1,3,28.32710259452441,33.992224634923474,15.45108520033245,false,158
23,3,10,29832,80059,4786.06,1196.515,1435.818,35798,13434,7160,5370,7876,1789,3580,10023,15,10,3,9463,1809,775,1,3,11.332912667204338,13.59934324418681,6.181557331412173,false,159
35,3,10,15675,34593,1340.3,335.075,402.09,18810,5805,3762,2822,4138,940,1881,5267,15,10,3,4089,951,407,1,3,21.26389614265463,25.516675371185556,11.598488805084344,false,160
15,2,10,2762,8942,178.01,44.502,53.403,3314,1500,663,497,729,166,331,928,15,10,3,1057,167,72,1,3,28.21102088759512,33.84913947193708,15.386985388658692,false,161
33,3,10,33423,67346,1878.06,469.515,563.418,40108,11301,8022,6016,8824,2005,4011,11230,15,10,3,7960,2027,869,1,3,32.35737458286258,38.829236746236205,17.649557054432183,false,162
22,2,10,9276,18818,682.39,170.598,204.717,11131,3158,2226,1670,2449,556,1113,3117,15,10,3,2224,563,241,1,3,24.715239199072776,29.657754153177994,13.48092946169839,false,163
25,3,10,9443,23311,824.77,206.192,247.431,11332,3912,2266,1700,2493,567,1133,3173,15,10,3,2755,573,245,1,3,20.816845706677128,24.981096637516174,11.354825297139119,false,164
19,2,10,11329,25007,1531.34,382.835,459.402,13595,4196,2719,2039,2991,679,1360,3807,15,10,3,2956,687,294,1,3,13.451083246164679,16.14153735824952,7.337003560087016,false,165
30,3,10,27325,42560,2626.77,656.692,788.031,32790,7142,6558,4918,7214,1640,3279,9181,15,10,3,5031,1657,710,1,3,18.913660265670305,22.696392318804367,10.316541963092895,false,166
3,1,10,11635,33790,5592.03,1957.21,1006.565,9308,5670,1862,1396,2048,465,931,2606,8,5,4,3994,470,202,1,2,3.9257366028122918,3.140589282249833,1.7447718234721297,false,167
3,1,10,15799,38983,9859.54,4929.77,788.763,7900,6541,1580,1185,1738,395,790,2212,0,0,5,4608,399,171,1,1,2.7627715010125846,1.381473185518034,0.9209626928562141,false,168
26,3,10,24103,44982,975.67,146.35,439.052,60258,7548,10846,15064,13257,7231,1808,12052,30,20,2,5317,3045,1305,1,5,41.17341587490306,102.93439380118276,29.409652490960376,false,169
9,1,10,15897,21136,1171.2,292.8,351.36,19076,3547,3815,2861,4197,954,1908,5341,15,10,3,2498,964,413,1,3,24.678651266766018,29.613760556383504,13.460954209385198,false,170
34,3,10,18535,31114,2170.67,542.668,651.201,22242,5221,4448,3336,4893,1113,2224,6228,15,10,3,3678,1124,482,1,3,15.525153932299103,18.630184718758922,8.468265781254056,false,171
34,3,10,27260,45287,1499.98,374.995,449.994,32712,7599,6542,4907,7197,1636,3271,9159,15,10,3,5353,1653,709,1,3,33.04286481395509,39.651437776746114,18.023380807611872,false,172
44,4,10,17202,42538,2221.2,555.3,666.36,20642,7138,4128,3096,4541,1033,2064,5780,15,10,3,5028,1043,447,1,3,14.080840823142283,16.89668156442873,7.680390980639018,false,173
44,4,10,10985,29009,1994.57,698.099,359.023,8788,4868,1758,1318,1933,439,879,2461,8,5,4,3429,444,190,1,2,10.391421236148712,8.31313698891897,4.618409438288317,false,174
14,2,10,20256,34104,1128.53,282.132,338.559,24307,5723,4861,3646,5348,1215,2431,6806,15,10,3,4031,1229,527,1,3,32.63459595837542,39.16119292852643,17.80062212957457,false,175
47,5,10,31770,42233,1637.06,409.265,491.118,38124,7087,7625,5719,8387,1906,3812,10675,15,10,3,4992,1927,826,1,3,35.28498427891242,42.3419811346949,19.246355061224957,false,176
50,5,10,9247,25231,2195.38,768.383,395.168,7398,4234,1480,1110,1628,369,740,2071,8,5,4,2982,374,160,1,2,7.947223628358362,6.358122677905825,3.532205491294392,false,177
50,5,10,13723,25724,1227.93,306.982,368.379,16468,4316,3294,2470,3623,823,1647,4611,15,10,3,3041,832,357,1,3,20.31950319902985,24.38399611467052,11.083487750707945,false,178
50,5,10,17326,33492,1287.45,321.862,386.235,20791,5620,4158,3119,4574,1040,2079,5821,15,10,3,3959,1051,450,1,3,24.468399103512656,29.36179647703634,13.34634115384557,false,179
47,5,10,35839,47911,3071.02,767.755,921.306,43007,8039,8601,6451,9462,2150,4301,12042,15,10,3,5663,2174,932,1,3,21.21829821421488,25.462076266043674,11.573641672358006,false,180
