node_id,x_utm,y_utm,lon,lat,num_signals
1693435460,663634.93,1520509.846,100.5134837,13.7492609,2
1693435461,663303.055,1520515.021,100.5104152,13.7493265,2
1693435469,663424.912,1520520.299,100.5115423,13.7493673,2
1693435471,663598.95,1520521.978,100.5131517,13.7493726,2
1693435483,663003.15,1520535.524,100.5076432,13.7495288,3
1693435486,663563.186,1520534.033,100.5128217,13.7494836,2
1693435488,663844.719,1520547.828,100.5154258,13.7495923,2
1693435499,662947.691,1520563.632,100.507132,13.749786,2
1693435506,663579.172,1520578.464,100.5129721,13.7498843,2
1693435514,663286.502,1520597.294,100.5102669,13.7500711,2
1693435522,663240.575,1520598.71,100.5098423,13.7500865,2
1693435532,663674.808,1520607.165,100.5138581,13.7501383,2
1693435539,663336.011,1520612.739,100.5107256,13.7502079,2
1693435541,662713.413,1520607.881,100.5049682,13.7501992,3
1693435585,663599.489,1520632.38,100.5131631,13.7503705,2
1693435588,663828.695,1520652.219,100.5152837,13.7505368,4
1693435589,663548.814,1520649.343,100.5126955,13.7505267,2
1693435597,663351.931,1520657.334,100.5108754,13.7506101,2
1693435629,663522.708,1520658.085,100.5124546,13.7506072,2
1693435633,663175.042,1520669.17,100.5092404,13.7507271,2
1693435639,663065.01,1520678.858,100.5082235,13.7508209,2
1693435673,663071.32,1520693.556,100.5082827,13.7509534,3
1693435677,662999.691,1520694.358,100.5076204,13.7509647,2
1693435682,663705.048,1520708.184,100.5141436,13.7510497,3
1693435692,663372.849,1520710.325,100.5110719,13.7510879,2
1693435715,663334.665,1520723.893,100.5107196,13.7512127,2
1693435721,663915.801,1520740.685,100.5160943,13.7513315,3
1693435733,663273.167,1520745.744,100.5101522,13.7514137,2
1693435735,663584.482,1520762.798,100.5130319,13.7515502,3
1693435750,663231.418,1520760.573,100.509767,13.7515501,2
1693435759,663421.043,1520769.926,100.511521,13.7516239,3
1693435765,663724.407,1520773.512,100.5143264,13.7516391,4
1693435781,663390.839,1520783.687,100.5112425,13.75175,3
1693435799,663362.239,1520798.554,100.5109789,13.751886,4
1693435804,663492.06,1520807.953,100.5121799,13.7519636,3
1693435814,663003.2,1520809.393,100.5076595,13.7520043,2
1693435820,663205.738,1520797.916,100.5095317,13.7518891,3
1693435831,664018.596,1520822.381,100.5170496,13.7520641,2
1693435833,664571.07,1520829.262,100.5221587,13.7520948,2
1693435857,663443.691,1520829.776,100.5117339,13.7521636,4
1693435865,664525.069,1520839.039,100.5217339,13.7521858,3
1693435867,663290.634,1520835.233,100.5103189,13.7522216,3
1693435871,663412.927,1520846.664,100.5114504,13.752318,4
1693435873,663259.841,1520848.139,100.5100349,13.75234,3
1693435875,663378.05,1520865.751,100.511129,13.7524925,4
1693435905,664021.824,1520888.537,100.5170833,13.7526619,3
1693435928,664533.477,1520903.336,100.5218154,13.7527665,3
1693435938,663979.459,1520898.006,100.5166921,13.7527499,2
1693435944,663628.888,1520903.535,100.5134507,13.7528198,3
1693435981,663391.469,1520922.81,100.5112564,13.7530075,3
1693435983,663297.838,1520934.979,100.5103913,13.7531228,3
1693435985,663507.695,1520944.46,100.5123324,13.7531966,4
1693436004,664544.404,1520959.02,100.5219197,13.7532692,3
1693436011,663402.582,1520970.031,100.5113619,13.7534337,3
1693436022,664436.806,1520980.677,100.520926,13.7534711,3
1693436024,663404.014,1520976.158,100.5113755,13.753489,3
1693436033,663306.219,1520990.281,100.510472,13.7536222,4
1693436048,664625.501,1521001.76,100.5226721,13.7536509,2
1693436052,663269.145,1520995.912,100.5101295,13.7536752,4
1693436055,663227.496,1521003.362,100.5097448,13.7537449,4
1693436057,664337.24,1521011.169,100.5200071,13.7537524,3
1693436065,664171.463,1521027.427,100.5184751,13.7539088,3
1693436071,664126.1,1521044.123,100.5180566,13.7540623,4
1693436105,664645.723,1521066.895,100.5228629,13.7542385,3
1693436113,664172.76,1521063.512,100.5184892,13.7542349,3
1693436122,664144.213,1521068.266,100.5182255,13.7542795,3
1693436147,664661.602,1521117.71,100.5230127,13.7546969,2
1693436148,663372.936,1521115.591,100.5110962,13.7547511,2
1693436184,664145.308,1521145.03,100.5182401,13.7549733,3
1693436189,663996.052,1521153.261,100.5168604,13.7550562,2
1693436193,663149.88,1521155.536,100.5090359,13.7551248,3
1693436221,664680.897,1521178.867,100.5231947,13.7552486,2
1693436225,663789.445,1521182.794,100.5149516,13.7553349,2
1693436230,663530.831,1521179.719,100.51256,13.7553218,3
1693436241,664202.496,1521194.411,100.5187718,13.7554164,3
1693436244,664144.297,1521193.867,100.5182336,13.7554148,4
1693436268,664579.071,1521211.292,100.522255,13.7555475,3
1693436426,663164.191,1521299.933,100.5091766,13.7564292,2
1693436430,663253.424,1521302.473,100.5100019,13.7564471,3
1693436436,663337.847,1521304.783,100.5107827,13.7564632,2
1693436438,663362.455,1521305.513,100.5110103,13.7564684,2
1693436455,663385.636,1521306.2,100.5112247,13.7564733,2
1693436460,663431.685,1521307.507,100.5116506,13.7564825,2
1693436465,663508.549,1521309.727,100.5123615,13.7564982,2
1693436468,663551.03,1521310.934,100.5127544,13.7565067,2
1693436469,663571.552,1521311.527,100.5129442,13.7565109,2
1693436474,663654.719,1521313.886,100.5137134,13.7565275,2
1693436476,663699.536,1521315.164,100.5141279,13.7565365,2
1693436510,664512.486,1521327.887,100.5216461,13.7566052,2
1693436522,663969.638,1521327.638,100.5166263,13.7566339,3
1693436540,664143.963,1521349.889,100.5182396,13.7568251,2
1693436553,663502.381,1521365.479,100.5123077,13.7570025,2
1693436603,663689.143,1521423.639,100.5140381,13.7575176,3
1693436675,663406.821,1521461.295,100.5114296,13.757874,3
1693436677,663550.338,1521467.617,100.5127571,13.757923,2
1693436688,663388.585,1521479.048,100.511262,13.7580355,3
1693436706,663374.274,1521493.517,100.5111305,13.7581671,3
1693436710,663814.084,1521505.208,100.5151982,13.7582478,2
1693436712,663733.768,1521517.337,100.5144562,13.758362,3
1693436714,663576.307,1521521.99,100.5130004,13.758413,2
1693436732,663422.845,1521534.058,100.511582,13.7585308,3
1693436735,663584.249,1521540.26,100.5130749,13.7585777,2
1693436750,663304.524,1521562.401,100.5104895,13.7587937,3
1693436768,663432.265,1521595.872,100.5116727,13.759089,2
1693436772,663711.831,1521605.992,100.5142585,13.7591646,2
1693436776,663414.862,1521627.426,100.5115136,13.7593752,2
1693436781,663622.325,1521629.746,100.5134322,13.7593844,3
1693436789,663124.873,1521627.665,100.508832,13.7593938,3
1693436801,663905.562,1521678.458,100.5160542,13.7598086,2
1693436815,663914.46,1521699.412,100.5161377,13.7599975,3
1693436834,663986.605,1521750.204,100.5168078,13.7604525,2
1693436866,663947.185,1521784.937,100.5164453,13.7607687,2
1693436867,663789.336,1521774.308,100.514985,13.7606816,3
1693436882,663745.547,1521826.405,100.5145831,13.761155,2
1693436902,663101.771,1521864.626,100.5086321,13.761537,3
1693436907,663332.21,1521913.708,100.5107659,13.7619676,2
1693505433,662610.362,1521288.692,100.5040546,13.7563589,2
1693505442,662451.557,1521375.343,100.5025911,13.7571511,4
1693505451,663009.485,1521446.635,100.5077545,13.757764,4
1693505455,663110.294,1521638.327,100.5086978,13.759491,3
1693505480,662563.496,1521839.155,100.503653,13.7613372,3
1693505482,662665.31,1522096.865,100.5046094,13.7636609,2
1693505483,662701.665,1522079.678,100.5049446,13.7635035,3
1693505485,662679.581,1522090.382,100.504741,13.7636015,2
1693505488,662695.348,1522201.112,100.5048932,13.7646015,2
1693505491,662776.212,1522213.367,100.5056417,13.7647077,3
1693505495,662726.821,1522252.21,100.5051872,13.7650616,3
1693505499,662709.572,1522266.241,100.5050285,13.7651894,3
1693505510,662559.64,1522305.917,100.5036443,13.7655565,3
1693505512,662489.256,1522333.368,100.502995,13.7658086,3
1693505518,662808.885,1522380.304,100.5059535,13.7662148,3
1693505519,662412.936,1522374.488,100.5022916,13.7661846,2
